Id,FirstName,LastName,YearDied,Type,Score,Rank,CreatedDate,CreatedBy,ModifiedDate,ModifiedBy,DeletedDate,DeletedBy
1,Pablo,Picasso,1973,"[sculptor,painter]",0,0,0001-01-01,2,0001-01-01,2,,
2,Alvar,Aalto,1976,"[architecture,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
3,Slim,Aarons,2006,"[vibrant,photography,scene]",0,0,0001-01-01,2,0001-01-01,2,,
4,Edwin Austin,Abbey,1911,"[scene,realism]",0,0,0001-01-01,2,0001-01-01,2,,
5,Gertrude,Abercrombie,1977,"[surrealism,dark]",0,0,0001-01-01,2,0001-01-01,2,,
6,Marina,Abramovic,,"[scene,photography]",0,0,0001-01-01,2,0001-01-01,2,,
7,Tomma,Abts,,"[abstract,angular]",0,0,0001-01-01,2,0001-01-01,2,,
8,Vito,Acconci,2017,"[dark,installation,architecture,sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
9,Andreas,Achenbach,1910,"[landscape,seascape,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
10,Norman,Ackroyd,,"[landscape,monochromatic,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
11,Ansel,Adams,1984,"[monochromatic,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
12,Arthur,Adams,,"[detailed,clean]",0,0,0001-01-01,2,0001-01-01,2,,
13,Neal,Adams,2022,"[comics]",0,0,0001-01-01,2,0001-01-01,2,,
14,Josh,Adamski,,"[landscape,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
15,Charles,Addams,1988,"[monochromatic,scene]",0,0,0001-01-01,2,0001-01-01,2,,
16,Etel,Adnan,2021,"[abstract,vibrant,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
17,Mattias,Adolfsson,,"[detailed,whimsical,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
18,Alena,Aenami,,"[vibrant,landscape,digital]",0,0,0001-01-01,2,0001-01-01,2,,
19,Pieter,Aertsen,1575,"[detailed,scene,renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
20,Hilma,af Klint,1944,"[abstract,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
21,,Affandi,1990,"[expressionism,messy,abstract,scene]",0,0,0001-01-01,2,0001-01-01,2,,
22,Leonid,Afremov,2019,"[vibrant,stained glass,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
23,Yaacov,Agam,,"[vibrant,colorful,abstract,angular]",0,0,0001-01-01,2,0001-01-01,2,,
24,Eileen,Agar,1991,"[vibrant,abstract,collage]",0,0,0001-01-01,2,0001-01-01,2,,
25,Jacques-Laurent,Agasse,1849,"[landscape,animals]",0,0,0001-01-01,2,0001-01-01,2,,
26,Craigie,Aitchison,2009,"[vibrant,primitivism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
27,Doug,Aitken,,"[installation,photography,sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
28,Ivan,Aivazovsky,1900,"[dark,landscape,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
29,David,Aja,,"[high contrast,comics]",0,0,0001-01-01,2,0001-01-01,2,,
30,Sherry,Akrami,,"[monochromatic,photography,surrealism,nature]",0,0,0001-01-01,2,0001-01-01,2,,
31,Rashad,Alakbarov,,"[installation,light]",0,0,0001-01-01,2,0001-01-01,2,,
32,Anni,Albers,1994,"[textile,bauhaus]",0,0,0001-01-01,2,0001-01-01,2,,
33,Josef,Albers,1976,"[bauhaus,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
34,Alessio,Albi,,"[photography,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
35,Ivan,Albright,1983,"[dark,messy,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
36,Rafael,Albuquerque,,"[comics,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
37,Miles,Aldridge,,"[photography,portrait,surrealism,pop art]",0,0,0001-01-01,2,0001-01-01,2,,
38,Alex,Alemany,2021,"[symbolism,magical realism,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
39,John White,Alexander,1915,"[portrait,art nouveau,symbolism]",0,0,0001-01-01,2,0001-01-01,2,,
40,Helen,Allingham,1926,"[watercolor,landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
41,Alessandro,Allori,1607,"[portrait,renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
42,Mike,Allred,,"[comics,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
43,Nick,Alm,,"[figurativism,realism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
44,Lawrence,Alma-Tadema,1912,"[scene,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
45,Lilia,Alvarado,,"[photography,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
46,Emil,Alzamora,,"[sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
47,Yoshitaka,Amano,,"[messy,dark]",0,0,0001-01-01,2,0001-01-01,2,,
48,Ghada,Amer,,"[abstract,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
49,Cuno,Amiet,,"[impressionism,portrait,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
50,Rick,Amor,,"[landscape,streetscape]",0,0,0001-01-01,2,0001-01-01,2,,
51,Fernando,Amorsolo,1972,"[realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
52,Jay,Anacleto,,"[comics,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
53,El,Anatsui,,"[abstract,sculpture,texture,melanin]",0,0,0001-01-01,2,0001-01-01,2,,
54,Anna,Ancher,1935,"[impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
55,Michael,Ancher,1927,"[impressionism,realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
56,Hans Christian,Andersen,1875,"[romanticism,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
57,Sarah,Andersen,,"[cartoon,comics,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
58,Richard,Anderson,,"[digital,fantasy,dark,messy]",0,0,0001-01-01,2,0001-01-01,2,,
59,Sophie,Anderson,,"[character,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
60,Wes,Anderson,,"[vibrant,whimsical,photography]",0,0,0001-01-01,2,0001-01-01,2,,
61,Tadao,Ando,,"[angular,architecture]",0,0,0001-01-01,2,0001-01-01,2,,
62,Alex,Andreev,,"[landscape,high contrast,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
63,Esao,Andrews,,"[surrealism,dark]",0,0,0001-01-01,2,0001-01-01,2,,
64,Fra,Angelico,1455,"[renaissance,scene]",0,0,0001-01-01,2,0001-01-01,2,,
65,Charles,Angrand,1926,"[impressionism,clean]",0,0,0001-01-01,2,0001-01-01,2,,
66,Sofonisba,Anguissola,1625,"[renaissance,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
67,Miss,Aniela,,"[whimsical,photography,scene]",0,0,0001-01-01,2,0001-01-01,2,,
68,Albrecht,Anker,1910,"[realism,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
69,Mary,Anning,1847,"[scene,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
70,Louis,Anquetin,1932,"[impressionism,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
71,Mary Jane,Ansell,,"[portrait,still life,photorealism]",0,0,0001-01-01,2,0001-01-01,2,,
72,Martin,Ansin,,"[detailed,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
73,Janine,Antoni,,"[sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
74,Chiho,Aoshima,,"[pop art,colorful,whimsical,anime,fantasy,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
75,Sabbas,Apterus,,"[digital,dark,scene]",0,0,0001-01-01,2,0001-01-01,2,,
76,Ron,Arad,,"[architecture]",0,0,0001-01-01,2,0001-01-01,2,,
77,Sergio,Aragones,,"[cartoon,comics]",0,0,0001-01-01,2,0001-01-01,2,,
78,Hirohiko,Araki,,"[manga]",0,0,0001-01-01,2,0001-01-01,2,,
79,Nobuyoshi,Araki,,"[photography,scene]",0,0,0001-01-01,2,0001-01-01,2,,
80,Shinji,Aramaki,,"[anime,scene,character]",0,0,0001-01-01,2,0001-01-01,2,,
81,Diane,Arbus,1971,"[photography,monochromatic,scene]",0,0,0001-01-01,2,0001-01-01,2,,
82,Cory,Arcangel,,"[high contrast,colorful,installation]",0,0,0001-01-01,2,0001-01-01,2,,
83,,Archillect,,"[monochromatic,dark,photography]",0,0,0001-01-01,2,0001-01-01,2,,
84,Alexander,Archipenko,1964,"[sculpture,abstract,cubism]",0,0,0001-01-01,2,0001-01-01,2,,
85,Giuseppe,Arcimboldo,1593,"[dark,fruit]",0,0,0001-01-01,2,0001-01-01,2,,
86,Mordecai,Ardon,1992,"[abstract,figurativism,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
87,Steve,Argyle,,"[fantasy,character]",0,0,0001-01-01,2,0001-01-01,2,,
88,Mark,Arian,,"[character,realism]",0,0,0001-01-01,2,0001-01-01,2,,
89,Abram Efimovich,Arkhipov,1930,"[realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
90,Howard,Arkley,1999,"[architecture,vibrant,colorful,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
91,Rolf,Armstrong,1960,"[character,vibrant,art nouveau,art deco]",0,0,0001-01-01,2,0001-01-01,2,,
92,Alois,Arnegger,1963,"[romanticism,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
93,Eve,Arnold,2012,"[photography,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
94,Gerd,Arntz,1988,"[graphic design,high contrast,flat colors,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
95,Floris,Arntzenius,1925,"[realism,streetscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
96,Guy,Aroch,,"[photography,fashion,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
97,Ben,Aronson,,"[cityscape,streetscape,realism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
98,Jean,Arp,1966,"[abstract,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
99,Agostino,Arrivabene,,"[renaissance,dark,surrealism,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
100,Daniel,Arsham,,"[sculpture,installation]",0,0,0001-01-01,2,0001-01-01,2,,
101,Stanley,Artgerm Lau,,"[character]",0,0,0001-01-01,2,0001-01-01,2,,
102,Miki,Asai,,"[photography,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
103,Inio,Asano,,"[manga,scene]",0,0,0001-01-01,2,0001-01-01,2,,
104,Clemens,Ascher,,"[photography,vibrant,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
105,Henry,Asencio,,"[dark,messy,expressionism,impressionism,abstract,figurativism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
106,Eugene,Atget,1927,"[photography,surrealism,monochromatic,architecture,dark]",0,0,0001-01-01,2,0001-01-01,2,,
107,Andrew,Atroshenko,,"[portrait,impressionism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
108,John James,Audubon,1851,"[birds,realism,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
109,Frank,Auerbach,1931,"[dark,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
110,George,Ault,1948,"[surrealism,dark,angular,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
111,Hendrick,Avercamp,1634,"[landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
112,Alexandr,Averin,,"[scene,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
113,Milton,Avery,1965,"[low contrast,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
114,Tex,Avery,1980,"[whimsical,storybook realism]",0,0,0001-01-01,2,0001-01-01,2,,
115,Deborah,Azzopardi,,"[pop art,cartoon,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
116,Carrie Ann,Baade,,"[detailed,surrealism,pop art]",0,0,0001-01-01,2,0001-01-01,2,,
117,Ingrid,Baars,,"[high contrast,photography,dark,portrait,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
118,Chris,Bachalo,,"[comics,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
119,Anne,Bachelier,,"[portrait,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
120,Harriet,Backer,1932,"[scene,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
121,Francis,Bacon,1992,"[expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
122,Peter,Bagge,,"[comics,whimsical,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
123,Tom,Bagshaw,,"[character,dark,fantasy,scene]",0,0,0001-01-01,2,0001-01-01,2,,
124,Alice,Bailly,1938,"[cubism,high contrast,fauvism]",0,0,0001-01-01,2,0001-01-01,2,,
125,Karol,Bak,,"[character,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
126,Ralph,Bakshi,,"[cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
127,Leon,Bakst,1924,"[romanticism,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
128,Christopher,Balaskas,,"[vibrant,digital,landscape,sci-fi,space]",0,0,0001-01-01,2,0001-01-01,2,,
129,Jamie,Baldridge,,"[photography,dark]",0,0,0001-01-01,2,0001-01-01,2,,
130,Hans,Baldung,1545,"[renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
131,Ronald,Balfour,1941,"[art deco,art nouveau,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
132,Emily,Balivet,,"[detailed,art nouveau,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
133,Peder,Balke,1887,"[landscape,seascape,cloudscape]",0,0,0001-01-01,2,0001-01-01,2,,
134,Giacomo,Balla,1958,"[cubism,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
135,,Balthus,2001,"[scene,dark,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
136,Hans,Baluschek,1935,"[dark,cityscape,realism]",0,0,0001-01-01,2,0001-01-01,2,,
137,Benedick,Bana,,"[character,sci-fi,messy,monochromatic,3d]",0,0,0001-01-01,2,0001-01-01,2,,
138,,Banksy,,"[street art,graffiti,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
139,Giorgio,Barbarelli da Castelfranco,1510,"[scene,portrait,renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
140,Thomas,Barbey,,"[photography,monochromatic,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
141,George,Barbier,1932,"[art deco,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
142,Cicely Mary,Barker,1973,"[fantasy,whimsical,character]",0,0,0001-01-01,2,0001-01-01,2,,
143,Clive,Barker,,"[expressionism,pop art,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
144,Carl,Barks,2000,"[cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
145,Ernst,Barlach,1938,"[realism,expressionism,monochromatic,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
146,Phyllida,Barlow,,"[sculpture,installation,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
147,Wayne,Barlowe,,"[sci-fi,fantasy,dark]",0,0,0001-01-01,2,0001-01-01,2,,
148,Ernie,Barnes,2009,"[melanin,scene,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
149,Will,Barnet,2012,"[high contrast,scene]",0,0,0001-01-01,2,0001-01-01,2,,
150,Wilhelmina,Barns-Graham,2004,"[abstract]",0,0,0001-01-01,2,0001-01-01,2,,
151,Angela,Barrett,,"[children's illustration,scene]",0,0,0001-01-01,2,0001-01-01,2,,
152,Lynda,Barry,,"[cartoon,messy]",0,0,0001-01-01,2,0001-01-01,2,,
153,Paul,Barson,,"[dark,photography]",0,0,0001-01-01,2,0001-01-01,2,,
154,Bo,Bartlett,,"[realism,scene,clean]",0,0,0001-01-01,2,0001-01-01,2,,
155,Peter,Basch,2004,"[photography,monochromatic,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
156,Georg,Baselitz,,"[messy,expressionism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
157,Gary,Baseman,,"[pop art,surrealism,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
158,Jean-Michel,Basquiat,1988,"[expressionism,messy]",0,0,0001-01-01,2,0001-01-01,2,,
159,Jacopo,Bassano,1592,"[renaissance,scene]",0,0,0001-01-01,2,0001-01-01,2,,
160,Willem,Basse,1653,"[romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
161,Lillian,Bassman,2012,"[photography,monochromatic,fashion,portrait,character]",0,0,0001-01-01,2,0001-01-01,2,,
162,Jules,Bastien-Lepage,1884,"[realism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
163,Robert,Bateman,,"[animals,nature,realism]",0,0,0001-01-01,2,0001-01-01,2,,
164,David,Bates,1921,"[high contrast,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
165,John,Batho,,"[photography,abstract,monochromatic,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
166,Pompeo,Batoni,1787,"[baroque,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
167,John,Bauer,1918,"[whimsical,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
168,Casey,Baugh,,"[portrait,expressionism,realism]",0,0,0001-01-01,2,0001-01-01,2,,
169,Gustave,Baumann,1971,"[realism,landscape,nature]",0,0,0001-01-01,2,0001-01-01,2,,
170,Willi,Baumeister,1955,"[abstract]",0,0,0001-01-01,2,0001-01-01,2,,
171,Edward,Bawden,1989,"[watercolor,landscape,cityscape]",0,0,0001-01-01,2,0001-01-01,2,,
172,Herbert,Bayer,1985,"[graphic design,colorful,vibrant,bauhaus]",0,0,0001-01-01,2,0001-01-01,2,,
173,Frederic,Bazille,1870,"[impressionism,scene,still life]",0,0,0001-01-01,2,0001-01-01,2,,
174,Gifford,Beal,1956,"[impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
175,Mary,Beale,1699,"[portrait,realism,baroque]",0,0,0001-01-01,2,0001-01-01,2,,
176,Alan,Bean,2018,"[space,personality,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
177,Romare,Bearden,1988,"[realism,cubism,vibrant,expressionism,melanin]",0,0,0001-01-01,2,0001-01-01,2,,
178,Aubrey,Beardsley,1898,"[high contrast,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
179,Cecil,Beaton,1980,"[photography,portrait,monochromatic,fashion]",0,0,0001-01-01,2,0001-01-01,2,,
180,Kate,Beaton,,"[comics,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
181,Jacques-Firmin,Beauvarlet,1797,"[romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
182,Cecilia,Beaux,1942,"[impressionism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
183,Alison,Bechdel,,"[comics,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
184,Jasmine,Becket-Griffith,,"[fantasy,portrait,whimsical,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
185,Max,Beckmann,1950,"[high contrast,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
186,Vanessa,Beecroft,,"[nudity,character,portrait,photography]",0,0,0001-01-01,2,0001-01-01,2,,
187,,Beeple,,"[digital]",0,0,0001-01-01,2,0001-01-01,2,,
188,Zdzislaw,Beksinski,2005,"[surrealism,dark,horror]",0,0,0001-01-01,2,0001-01-01,2,,
189,Julie,Bell,,"[fantasy,nature,dragons]",0,0,0001-01-01,2,0001-01-01,2,,
190,Vanessa,Bell,1961,"[fauvism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
191,Hans,Bellmer,1975,"[photography,dark,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
192,Bernardo,Bellotto,1780,"[landscape,cityscape,architecture]",0,0,0001-01-01,2,0001-01-01,2,,
193,George,Bellows,1925,"[realism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
194,Lynda,Benglis,,"[sculpture,installation,colorful,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
195,Jean-Joseph,Benjamin-Constant,1902,"[romanticism,scene,character]",0,0,0001-01-01,2,0001-01-01,2,,
196,Albert,Benois,1936,"[landscape,watercolor,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
197,Alexandre,Benois,1960,"[scene,landscape,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
198,Ambrosius,Benson,1550,"[renaissance,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
199,Frank Weston,Benson,1951,"[impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
200,Thomas Hart,Benton,1975,"[realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
201,Stan,Berenstain,2005,"[children's illustration,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
202,Richard,Bergh,1919,"[landscape,portrait,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
203,Don,Bergland,,"[surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
204,Jody,Bergsma,,"[watercolor,fantasy,detailed,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
205,John,Berkey,2008,"[fantasy,space,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
206,Emile,Bernard,1941,"[impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
207,Ruth,Bernhard,2006,"[monochromatic,photography,nudity]",0,0,0001-01-01,2,0001-01-01,2,,
208,Gian Lorenzo,Bernini,1680,"[baroque,sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
209,Harry,Bertoia,1978,"[sculpture,texture]",0,0,0001-01-01,2,0001-01-01,2,,
210,Elsa,Beskow,,"[whimsical,art nouveau,beatrix potter]",0,0,0001-01-01,2,0001-01-01,2,,
211,Joachim,Beuckelaer,1574,"[scene,still life]",0,0,0001-01-01,2,0001-01-01,2,,
212,Joseph,Beuys,1986,"[abstract,figurativism,photography,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
213,Marta,Bevacqua,,"[photography,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
214,Simone,Bianchi,,"[comics]",0,0,0001-01-01,2,0001-01-01,2,,
215,Alberto,Biasi,,"[abstract,angular]",0,0,0001-01-01,2,0001-01-01,2,,
216,Albert,Bierstadt,1902,"[landscape,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
217,John T.,Biggers,2001,"[melanin,abstract,symbolism,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
218,Enki,Bilal,,"[detailed,sci-fi,comics]",0,0,0001-01-01,2,0001-01-01,2,,
219,Ivan,Bilibin,1942,"[art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
220,Guy,Billout,,"[clean,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
221,Butcher,Billy,,"[graphic design,pop art,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
222,Ilse,Bing,1998,"[photography,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
223,Xu,Bing,,"[installation]",0,0,0001-01-01,2,0001-01-01,2,,
224,George Caleb,Bingham,1879,"[luminism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
225,Ed,Binkley,,"[fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
226,Simon,Birch,,"[figurativism,messy,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
227,George,Birrell,,"[cityscape,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
228,Simon,Bisley,,"[comics,dark,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
229,Charles,Blackman,2018,"[scene,vibrant,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
230,Julie,Blackmon,,"[scene,photography]",0,0,0001-01-01,2,0001-01-01,2,,
231,Thomas,Blackshear,,"[melanin,character,scene]",0,0,0001-01-01,2,0001-01-01,2,,
232,Algernon,Blackwood,1951,"[personality,dark]",0,0,0001-01-01,2,0001-01-01,2,,
233,Mary,Blair,1978,"[whimsical,high contrast,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
234,Peter,Blake,,"[pop art,collage]",0,0,0001-01-01,2,0001-01-01,2,,
235,Quentin,Blake,,"[whimsical,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
236,William,Blake,1827,"[romanticism,dark,scene]",0,0,0001-01-01,2,0001-01-01,2,,
237,Antoine,Blanchard,1988,"[impressionism,streetscape]",0,0,0001-01-01,2,0001-01-01,2,,
238,John,Blanche,,"[fantasy,detailed,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
239,Don,Blanding,1957,"[art deco,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
240,Elsa,Bleda,,"[photography,dark,digital,streetscape]",0,0,0001-01-01,2,0001-01-01,2,,
241,Karl,Blossfeldt,1932,"[monochromatic,photography]",0,0,0001-01-01,2,0001-01-01,2,,
242,Norman,Bluhm,1999,"[abstract,expressionism,messy]",0,0,0001-01-01,2,0001-01-01,2,,
243,Don,Bluth,,"[clean,cartoon,whimsical,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
244,Umberto,Boccioni,1916,"[cubism,colorful,vibrant,messy]",0,0,0001-01-01,2,0001-01-01,2,,
245,Arnold,Bocklin,1901,"[dark,landscape,symbolism,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
246,Ricardo,Bofill,2022,"[architecture,angular]",0,0,0001-01-01,2,0001-01-01,2,,
247,Brian,Bolland,,"[comics]",0,0,0001-01-01,2,0001-01-01,2,,
248,Enoch,Bolles,1976,"[portrait,character,scene,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
249,David,Bomberg,1957,"[cubism,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
250,Chesley,Bonestell,1986,"[sci-fi,space]",0,0,0001-01-01,2,0001-01-01,2,,
251,Olivier,Bonhomme,,"[surrealism,vibrant,scene,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
252,Pierre,Bonnard,1947,"[impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
253,Lee,Bontecou,,"[sculpture,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
254,Franklin,Booth,1948,"[art nouveau,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
255,Artur,Bordalo,,"[street art,graffiti,messy]",0,0,0001-01-01,2,0001-01-01,2,,
256,,Bordalo II,,"[street art,graffiti,messy]",0,0,0001-01-01,2,0001-01-01,2,,
257,Guido,Borelli da Caluso,,"[cityscape,realism]",0,0,0001-01-01,2,0001-01-01,2,,
258,Marius,Borgeaud,1924,"[impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
259,Francesco,Borromini,1667,"[architecture,baroque]",0,0,0001-01-01,2,0001-01-01,2,,
260,Matt,Bors,,"[comics,flat colors,clean]",0,0,0001-01-01,2,0001-01-01,2,,
261,Flora,Borsi,,"[photographer,surrealism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
262,Hieronymus,Bosch,1516,"[whimsical,renaissance,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
263,Sam,Bosma,,"[cartoon,detailed,comics,fantasy,character]",0,0,0001-01-01,2,0001-01-01,2,,
264,Ambrosius,Bosschaert,1621,"[still life,baroque,flowers]",0,0,0001-01-01,2,0001-01-01,2,,
265,Johfra,Bosschart,1998,"[whimsical,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
266,Sandro,Botticelli,1510,"[renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
267,Eugene,Boudin,1898,"[landscape,impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
268,William-Adolphe,Bouguereau,1905,"[character,realism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
