Id,FirstName,LastName,YearDied,Type,Score,Rank,CreatedDate,CreatedBy,ModifiedDate,ModifiedBy,DeletedDate,DeletedBy
887,Naoto,Hattori,,"[surrealism,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
888,Pam,Hawkes,,"[figurativism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
889,Jamie,Hawkesworth,,"[photography,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
890,Stuart,Haygarth,,"[installation,vibrant,angular,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
891,Stanley William,Hayter,1988,"[abstract,expressionism,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
892,Martin Johnson,Heade,1904,"[still life,landscape,seascape]",0,0,0001-01-01,2,0001-01-01,2,,
893,Peregrine,Heathcote,,"[romanticism,realism]",0,0,0001-01-01,2,0001-01-01,2,,
894,Thomas,Heatherwick,,"[architecture,texture]",0,0,0001-01-01,2,0001-01-01,2,,
895,Erich,Heckel,1970,"[expressionism,landscape,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
896,Willem Claesz.,Heda,1680,"[still life,baroque]",0,0,0001-01-01,2,0001-01-01,2,,
897,Paul,Hedley,,"[impressionism,figurativism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
898,Valerie,Hegarty,,"[magic realism,installation,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
899,Mary,Heilmann,,"[abstract,vibrant,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
900,Michael,Heizer,,"[installation,landscape,angular]",0,0,0001-01-01,2,0001-01-01,2,,
901,John,Hejduk,2000,"[architecture,cubism]",0,0,0001-01-01,2,0001-01-01,2,,
902,Gottfried,Helnwein,,"[photography,portrait,installation]",0,0,0001-01-01,2,0001-01-01,2,,
903,Steve,Henderson,,"[impressionism,realism,character,scene]",0,0,0001-01-01,2,0001-01-01,2,,
904,Barkley L.,Hendricks,2017,"[melanin,realism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
905,Fritz,Henle,1993,"[photography,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
906,Paul,Henry,1958,"[landscape impressionism,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
907,Bill,Henson,,"[photography,dark,landscape,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
908,Barbara,Hepworth,1975,"[abstract,sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
909,Patrick,Heron,1999,"[abstract,expressionism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
910,Carolina,Herrera,,"[photography,character]",0,0,0001-01-01,2,0001-01-01,2,,
911,George,Herriman,1944,"[cartoon,comics,messy]",0,0,0001-01-01,2,0001-01-01,2,,
912,Prudence,Heward,1947,"[portrait,abstract,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
913,Ryan,Hewett,,"[vibrant,abstract,cubism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
914,Jamie,Hewlett,,"[cartoon,character]",0,0,0001-01-01,2,0001-01-01,2,,
915,Randolph Stanley,Hewton,1960,"[landcape,scene,art nouveau,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
916,Nora,Heysen,2003,"[impressionism,portrait,still life]",0,0,0001-01-01,2,0001-01-01,2,,
917,Lorenz,Hideyoshi,,"[digital,scene,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
918,Brothers,Hildebrandt,,"[fantasy,vibrant,clean]",0,0,0001-01-01,2,0001-01-01,2,,
919,Greg,Hildebrandt,,"[fantasy,vibrant,clean]",0,0,0001-01-01,2,0001-01-01,2,,
920,Tim,Hildebrandt,2006,"[fantasy,vibrant,clean]",0,0,0001-01-01,2,0001-01-01,2,,
921,Dan,Hillier,,"[detailed,monochromatic,high contrast,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
922,Steve,Hillier,,"[landscape,nature]",0,0,0001-01-01,2,0001-01-01,2,,
923,Miho,Hirano,,"[portrait,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
924,Adolf,Hiremy-Hirschl,1933,"[art nouveau,symbolism]",0,0,0001-01-01,2,0001-01-01,2,,
925,Harumi,Hironaka,,"[vibrant,portrait,manga,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
926,Hannah,Hoch,1978,"[collage,surrealism,cubism]",0,0,0001-01-01,2,0001-01-01,2,,
927,David,Hockney,,"[pools,cubism,vibrant,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
928,Filip,Hodas,,"[digital,3D,scene]",0,0,0001-01-01,2,0001-01-01,2,,
929,Howard,Hodgkin,2017,"[abstract,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
930,Ferdinand,Hodler,1918,"[symbolism,character,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
931,William,Hogarth,1764,"[baroque,scene]",0,0,0001-01-01,2,0001-01-01,2,,
932,Katsushika,Hokusai,1849,"[ukiyo-e,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
933,Frank,Holl,1888,"[realism,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
934,Steven,Holl,,"[watercolor,architecture]",0,0,0001-01-01,2,0001-01-01,2,,
935,Peter,Holme III,,"[photography,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
936,Carl,Holsoe,1935,"[realism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
937,Winslow,Homer,1910,"[landscape,realism,seascape,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
938,Edward,Hopper,1967,"[realism,impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
939,Aaron,Horkey,,"[fantasy,detailed,comics]",0,0,0001-01-01,2,0001-01-01,2,,
940,Alex,Horley,,"[fantasy,dark,character]",0,0,0001-01-01,2,0001-01-01,2,,
941,Kati,Horna,2000,"[photography,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
942,Edward Atkinson,Hornel,1933,"[impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
943,Ralph,Horsley,,"[sci-fi,fantasy,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
944,John,Howe,,"[fantasy,dark,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
945,Meghan,Howland,,"[portrait,surrealism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
946,Peter,Howson,,"[gore,nudity,expressionism,figurativism,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
947,John,Hoyland,2011,"[abstract,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
948,Donna,Huanca,,"[abstract]",0,0,0001-01-01,2,0001-01-01,2,,
949,Arthur,Hughes,1915,"[romanticism,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
950,Edward Robert,Hughes,1914,"[romanticism,scene,character,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
951,Pieter,Hugo,,"[photography,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
952,Friedensreich Regentag Dunkelbunt,Hundertwasser,2000,"[vibrant,colorful,messy]",0,0,0001-01-01,2,0001-01-01,2,,
953,William Henry,Hunt,1864,"[watercolor,portrait,scene,still life]",0,0,0001-01-01,2,0001-01-01,2,,
954,William Holman,Hunt,1910,"[romanticism,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
955,Fabio,Hurtado,,"[cubism,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
956,Michael,Hutter,,"[surrealism,detailed,fantasy,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
957,Duy,Huynh,,"[surrealism,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
958,Catherine,Hyde,1844,"[symbolism,magic realism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
959,Louis,Icart,1950,"[art deco,impressionism,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
960,Ryoji,Ikeda,,"[high contrast,monochromatic,angular]",0,0,0001-01-01,2,0001-01-01,2,,
961,Stuart,Immonen,,"[comics,scene,character]",0,0,0001-01-01,2,0001-01-01,2,,
962,Ismail,Inceoglu,,"[digital,landscape,scene]",0,0,0001-01-01,2,0001-01-01,2,,
963,Robert,Indiana,2018,"[graphic design,vibrant,pop art]",0,0,0001-01-01,2,0001-01-01,2,,
964,Bjarke,Ingels,,"[architecture,angular]",0,0,0001-01-01,2,0001-01-01,2,,
965,Jean Auguste Dominique,Ingres,1867,"[romanticism,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
966,George,Inness,1894,"[landscape,dark,impressionism,realism]",0,0,0001-01-01,2,0001-01-01,2,,
967,David,Inshaw,,"[landscape,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
968,Caras,Ionut,,"[magic realism,surrealism,photography]",0,0,0001-01-01,2,0001-01-01,2,,
969,Robert,Irwin,,"[installation,angular]",0,0,0001-01-01,2,0001-01-01,2,,
970,Shotaro,Ishinomori,1998,"[cartoon,anime,manga,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
971,Junji,Ito,,"[horror,manga,portrait,monochromatic,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
972,Toyo,Ito,,"[architecture]",0,0,0001-01-01,2,0001-01-01,2,,
973,Johannes,Itten,1967,"[expressionism,colorful,bauhaus,abstract,cubism]",0,0,0001-01-01,2,0001-01-01,2,,
974,Ub,Iwerks,1971,"[cartoon,whimsical,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
975,Kenro,Izu,,"[photography,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
976,Alfredo,Jaar,,"[installation,light]",0,0,0001-01-01,2,0001-01-01,2,,
977,Bill,Jacklin,,"[abstract,impressionism,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
978,Christophe,Jacrot,,"[streetscape,cityspape,photography]",0,0,0001-01-01,2,0001-01-01,2,,
979,Daniel,Jaems,,"[nudity,photography]",0,0,0001-01-01,2,0001-01-01,2,,
980,Louis,Janmot,1892,"[romanticism,symbolism,scene,character,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
981,Klaus,Janson,,"[comics,high contrast,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
982,Frieke,Janssens,,"[photography,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
983,Alexander,Jansson,,"[fantasy,whimsical,dark]",0,0,0001-01-01,2,0001-01-01,2,,
984,Tove,Jansson,2001,"[cartoon,children's illustration]",0,0,0001-01-01,2,0001-01-01,2,,
985,Aaron,Jasinski,,"[surrealism,pop art,detailed,colorful,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
986,James,Jean,,"[fantasy,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
987,Oliver,Jeffers,,"[cartoon,children's illustration]",0,0,0001-01-01,2,0001-01-01,2,,
988,Lee,Jeffries,,"[portrait,monochromatic,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
989,Georg,Jensen,1935,"[art nouveau,sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
990,Bojan,Jevtic,,"[photography,figurativism,messy,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
991,Ellen,Jewett,,"[sculpture,surrealism,detailed,digital]",0,0,0001-01-01,2,0001-01-01,2,,
992,Ruan,Jia,,"[digital,portrait,fantasy,dark]",0,0,0001-01-01,2,0001-01-01,2,,
993,He,Jiaying,,"[figurativism,ukiyo-e]",0,0,0001-01-01,2,0001-01-01,2,,
994,Phil,Jimenez,,"[comics,character]",0,0,0001-01-01,2,0001-01-01,2,,
995,Zhang,Jingna,,"[fashion,photography]",0,0,0001-01-01,2,0001-01-01,2,,
996,Chantal,Joffe,,"[portrait,high contrast,figurativism,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
997,Constantin,Joffe,1992,"[fashion,photography]",0,0,0001-01-01,2,0001-01-01,2,,
998,Martine,Johanna,,"[portrait,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
999,Erik,Johansson,,"[photography,landscape,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1000,Augustus,John,1961,"[impressionism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1001,Gwen,John,1939,"[portrait,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
1002,Geoff,Johns,,"[comics,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1003,Jasper,Johns,,"[abstract,expressionism,pop art]",0,0,0001-01-01,2,0001-01-01,2,,
1004,Eastman,Johnson,1906,"[realism,portrait,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1005,Richard S.,Johnson,,"[impressionism,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1006,Alfred Cheney,Johnston,1971,"[photography,monochromatic,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1007,Dorothy,Johnstone,1980,"[landscape,portrait,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1008,Android,Jones,,"[digital,psychedelic]",0,0,0001-01-01,2,0001-01-01,2,,
1009,Erik,Jones,,"[vibrant,colorful,portrait,cubism,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1010,Francis Coates,Jones,1932,"[impressionism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1011,Gerald Harvey,Jones,2017,"[impressionism,streetscape]",0,0,0001-01-01,2,0001-01-01,2,,
1012,Jeffrey Catherine,Jones,2011,"[fantasy,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1013,Peter Andrew,Jones,,"[sci-fi,fantasy,space]",0,0,0001-01-01,2,0001-01-01,2,,
1014,Jacob,Jordaens,1678,"[baroque,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1015,Asger,Jorn,1973,"[primitivism,abstract,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1016,Loui,Jover,,"[portrait,abstract,collage,messy]",0,0,0001-01-01,2,0001-01-01,2,,
1017,Amy,Judd,,"[photorealism,portrait,surrealism,nature]",0,0,0001-01-01,2,0001-01-01,2,,
1018,Donald,Judd,1994,"[angular,installation]",0,0,0001-01-01,2,0001-01-01,2,,
1019,Mike,Judge,,"[cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
1020,Isaac,Julien,,"[installation,melanin]",0,0,0001-01-01,2,0001-01-01,2,,
1021,Jean,Jullien,,"[high contrast,cartoon,flat colors]",0,0,0001-01-01,2,0001-01-01,2,,
1022,Matthias,Jung,,"[architecture,surrealism,digital]",0,0,0001-01-01,2,0001-01-01,2,,
1023,Kim,Jung Gi,,"[character,detailed,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
1024,Mandy,Jurgens,,"[portrait,character,photorealism]",0,0,0001-01-01,2,0001-01-01,2,,
1025,Joe,Jusko,,"[comics,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1026,Shintaro,Kago,,"[gore,manga,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1027,Frida,Kahlo,1954,"[surrealism,portrait,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1028,Louis,Kahn,1974,"[architecture]",0,0,0001-01-01,2,0001-01-01,2,,
1029,Hayv,Kahraman,,"[figurativism,portrait,clean]",0,0,0001-01-01,2,0001-01-01,2,,
1030,Vytautas,Kairiukstis,1961,"[abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1031,Willem,Kalf,1693,"[still life,baroque]",0,0,0001-01-01,2,0001-01-01,2,,
1032,M.W.,Kaluta,,"[detailed,fantasy,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1033,Nadav,Kander,,"[photography,portrait,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1034,Wassily,Kandinsky,1944,"[bauhaus,expressionism,abstract,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1035,Jun,Kaneko,,"[abstract,sculpture,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1036,Titus,Kaphar,,"[melanin,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1037,Michal,Karcz,,"[landscape,fantasy,sci-fi,photography]",0,0,0001-01-01,2,0001-01-01,2,,
1038,Wadim,Kashin,,"[messy,dark,digital]",0,0,0001-01-01,2,0001-01-01,2,,
1039,Terada,Katsuya,,"[manga,fantasy,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1040,Rupi,Kaur,,"[figurativism,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1041,Audrey,Kawasaki,,"[portrait,art nouveau,manga,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
1042,Hasui,Kawase,1957,"[ukiyo-e]",0,0,0001-01-01,2,0001-01-01,2,,
1043,Glen,Keane,,"[cartoon,Disney,children's illustration,character]",0,0,0001-01-01,2,0001-01-01,2,,
1044,Margaret,Keane,2022,"[cartoon,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1045,Mark,Keathley,,"[landscape,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
1046,Zhang,Kechun,,"[photography,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1047,Kim,Keever,,"[dark,cloudscape]",0,0,0001-01-01,2,0001-01-01,2,,
1048,Andy,Kehoe,,"[dark,surrealism,magic realism,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1049,Ferdinand,Keller,1922,"[landscape,symbolism]",0,0,0001-01-01,2,0001-01-01,2,,
1050,Mike,Kelley,2012,"[installation,textile,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1051,Ellsworth,Kelly,2015,"[abstract,flat colors]",0,0,0001-01-01,2,0001-01-01,2,,
1052,Ken,Kelly,2022,"[fantasy,character,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1053,Walt,Kelly,1973,"[comics,cartoon,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1054,Peter,Kemp,1993,"[photography,scene,character]",0,0,0001-01-01,2,0001-01-01,2,,
1055,Thomas Benjamin,Kennington,1916,"[realism,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1056,Alan,Kenny,,"[figurativism,cubism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1057,John Frederick,Kensett,1872,"[landscape,luminism]",0,0,0001-01-01,2,0001-01-01,2,,
1058,Rockwell,Kent,1971,"[landscape,monochromatic,high contrast,symbolism]",0,0,0001-01-01,2,0001-01-01,2,,
1059,William,Kentridge,,"[messy,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
1060,Gyorgy,Kepes,2001,"[abstract,photography,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
1061,Geof,Kern,,"[photography,fashion,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
1062,Hendrik,Kerstens,,"[photography,portrait,dark,fashion]",0,0,0001-01-01,2,0001-01-01,2,,
1063,Brian,Kesinger,,"[cartoon,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1064,Jeremiah,Ketner,,"[portrait,vibrant,whimsical,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
1065,Bhupen,Khakhar,2003,"[colorful]",0,0,0001-01-01,2,0001-01-01,2,,
1066,Adonna,Khare,,"[monochromatic,detailed,surrrealism,animals]",0,0,0001-01-01,2,0001-01-01,2,,
1067,Fernand,Khnopff,1921,"[symbolism,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1068,Anselm,Kiefer,,"[abstract,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1069,Kitty Lange,Kielland,1914,"[landscape,realism]",0,0,0001-01-01,2,0001-01-01,2,,
1070,Sam,Kieth,,"[messy,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1071,Hideyuki,Kikuchi,,"[horror,fantasy,manga,anime]",0,0,0001-01-01,2,0001-01-01,2,,
1072,George Goodwin,Kilburne,1924,"[scene,watercolor,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
1073,Tom,Killion,,"[landscape,ukiyo-e,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1074,Thomas,Kinkade,2012,"[portrait,luminism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1075,Jeff,Kinney,,"[cartoon,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1076,Martin,Kippenberger,1997,"[figurativism,expressionism,messy,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1077,Jack,Kirby,1994,"[comics,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1078,Ernst Ludwig,Kirchner,1938,"[expressionism,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1079,Tatsuro,Kiuchi,,"[landscape,scene,digital,vibrant,flat colors]",0,0,0001-01-01,2,0001-01-01,2,,
1080,Mati,Klarwein,2002,"[surrealism,psychedelic,magic realism,melanin]",0,0,0001-01-01,2,0001-01-01,2,,
1081,Jon,Klassen,,"[clean,watercolor,children's illustration]",0,0,0001-01-01,2,0001-01-01,2,,
1082,Paul,Klee,1940,"[bauhaus,expressionism,abstract,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1083,Steven,Klein,,"[photography,scene,character]",0,0,0001-01-01,2,0001-01-01,2,,
1084,William,Klein,,"[photography,monochromatic,abstract]",0,0,0001-01-01,2,0001-01-01,2,,
1085,Yves,Klein,1962,"[abstract,monochromatic,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1086,Carl,Kleiner,,"[abstract,surrealism,portrait,scene,graphic design]",0,0,0001-01-01,2,0001-01-01,2,,
1087,Heinrich,Kley,1945,"[messy,cartoon,high contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1088,Dariusz,Klimczak,,"[photography,surrealism,monochromatic]",0,0,0001-01-01,2,0001-01-01,2,,
1089,Gustav,Klimt,1918,"[art nouveau,symbolism]",0,0,0001-01-01,2,0001-01-01,2,,
1090,Franz,Kline,1962,"[abstract,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1091,Ferdinand,Knab,1902,"[landscape,architecture,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1092,Karl,Knaths,1971,"[abstract,cubism]",0,0,0001-01-01,2,0001-01-01,2,,
1093,Godfrey,Kneller,1723,"[baroque,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1094,Emily Kame,Kngwarreye,1996,"[abstract,expressionism,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1095,Chad,Knight,,"[detailed,vibrant,digital,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1096,Daniel Ridgway,Knight,1924,"[realism,nature,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1097,Nick,Knight,,"[fashion,photography,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1098,Helene,Knoop,,"[portrait,character,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1099,Karen,Knorr,,"[photography,architecture,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1100,Phil,Koch,,"[landscape,photography,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1101,Andre,Kohn,,"[figurativism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1102,Ayami,Kojima,,"[monochromatic,dark,detailed,character]",0,0,0001-01-01,2,0001-01-01,2,,
1103,Satoshi,Kon,2010,"[whimsical,high contrast,fantasy,manga,anime]",0,0,0001-01-01,2,0001-01-01,2,,
1104,Jeff,Koons,,"[sculpture,pop art,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1105,Bella,Kotak,,"[photography,fashion,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1106,Andrea,Kowch,,"[magic realism,dark,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1107,Hugh,Kretschmer,,"[photography,surrealism,cloudscape]",0,0,0001-01-01,2,0001-01-01,2,,
1108,Brad,Kunkle,,"[photography,portrait,dark,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1109,Mort,Kunstler,,"[scene,detailed,realism]",0,0,0001-01-01,2,0001-01-01,2,,
1110,Vladimir,Kush,,"[whimsical,surrealism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1111,Ilya,Kuvshinov,,"[vibrant,digital,fantasy,scene,manga]",0,0,0001-01-01,2,0001-01-01,2,,
1112,John,La Farge,1910,"[art nouveau,symbolism,landscape,watercolor]",0,0,0001-01-01,2,0001-01-01,2,,
1113,Raphael,Lacoste,,"[fantasy,landscape,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1114,Mikko,Lagerstedt,,"[photography,landscape,dark,light]",0,0,0001-01-01,2,0001-01-01,2,,
1115,Rene,Lalique,1945,"[art deco,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1116,Walter,Langley,1922,"[realism,watercolor,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1117,Carl,Larsson,1919,"[watercolor,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1118,Dorothy,Lathrop,1980,"[art nouveau,children's illustration]",0,0,0001-01-01,2,0001-01-01,2,,
1119,Rebecca Louise,Law,,"[installation,flowers]",0,0,0001-01-01,2,0001-01-01,2,,
1120,Jimmy,Lawlor,,"[surrealism,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
1121,Thomas,Lawrence,1830,"[romanticism,portrait,character]",0,0,0001-01-01,2,0001-01-01,2,,
1122,Ernest,Lawson,1939,"[impressionism,realism,landscape,melanin]",0,0,0001-01-01,2,0001-01-01,2,,
1123,Henri,Le Fauconnier,1946,"[cubism,impressionism,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1124,Julio,Le Parc,,"[vibrant,colorful,abstract,pop art]",0,0,0001-01-01,2,0001-01-01,2,,
1125,Bastien,Lecouffe-Deharme,,"[digital,dark,fantasy,character]",0,0,0001-01-01,2,0001-01-01,2,,
1126,Minjae,Lee,,"[portrait,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1127,Harriet,Lee-Merrion,,"[surrealism,ukiyo-e,watercolor,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1128,Nina,Leen,1995,"[photography,monochromatic,portait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1129,Fernand,Leger,1955,"[abstract,cubism,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1130,Paul,Lehr,1998,"[sci-fi,fantasy,vibrant,colorful]",0,0,0001-01-01,2,0001-01-01,2,,
1131,Chris,Leib,,"[surrealism,realism]",0,0,0001-01-01,2,0001-01-01,2,,
1132,Annie,Leibovitz,,"[portrait,scene,photography]",0,0,0001-01-01,2,0001-01-01,2,,
1133,Edmund,Leighton,1922,"[romanticism,scene,character]",0,0,0001-01-01,2,0001-01-01,2,,
1134,Frederick Lord,Leighton,1896,"[portrait,romanticism,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1135,Jeff,Lemire,,"[comics,messy]",0,0,0001-01-01,2,0001-01-01,2,,
1136,Isaac,Levitan,1900,"[landscape,realism,impressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1137,J.C.,Leyendecker,1951,"[art nouveau,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1138,Andre,Lhote,1962,"[cubism,fauvism]",0,0,0001-01-01,2,0001-01-01,2,,
1139,Roy,Lichtenstein,1997,"[comics,portrait,abstract,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1140,Steve,Lieber,,"[comics,character]",0,0,0001-01-01,2,0001-01-01,2,,
1141,Rob,Liefeld,,"[comics,sci-fi,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1142,Malcolm,Liepke,,"[high contrast,character]",0,0,0001-01-01,2,0001-01-01,2,,
1143,David,Ligare,,"[realism,scene,still life]",0,0,0001-01-01,2,0001-01-01,2,,
1144,Fang,Lijun,,"[figurativism,detailed,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1145,Ephraim Moses,Lilien,1925,"[art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1146,Richard,Lindner,1978,"[pop art,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
